Street,HouseStyle,OverallQual,Functional,MiscFeature,SalePrice,LotArea,YearBuilt,1stFlrSF,2ndFlrSF,YrSold,BedroomAbvGr,KitchenAbvGr
Pave,SFoyer,7,Typ,,198500,7301,2003,495,1427,2009,4,1
Pave,2Story,6,Typ,,118000,1680,1972,483,504,2009,2,1
Pave,2Story,6,Typ,,190000,18800,1976,790,784,2006,3,1
Pave,2Story,5,Typ,,147000,10690,1920,672,672,2009,3,1
Pave,1Story,6,Typ,,159000,9500,1963,1394,0,2009,3,1
Pave,SLvl,6,Typ,,165000,9150,1962,1431,0,2008,3,1
Pave,1Story,5,Typ,,132000,7800,1954,1268,0,2010,2,1
Pave,1Story,5,Typ,,162000,9830,1959,1287,0,2010,3,1
Pave,2Story,6,Typ,,172400,8121,2000,953,711,2006,3,1
Pave,1.5Fin,4,Min2,,134432,17120,1959,1120,468,2008,4,1
Pave,1Story,6,Typ,,125000,7175,1984,752,0,2010,2,1
Pave,1Story,5,Min2,,123000,10634,1953,1319,0,2009,3,1
Pave,2Story,7,Typ,,219500,8200,2003,847,1081,2007,4,1
Pave,1Story,1,Maj1,,61000,10020,1922,904,0,2009,1,1
Pave,SFoyer,5,Typ,,148000,8846,1996,914,0,2006,2,1
Pave,2Story,8,Typ,,340000,11143,2004,1580,886,2007,4,1
Pave,1Story,9,Typ,,394432,11394,2010,1856,0,2010,1,1
Pave,2Story,6,Typ,,179000,8123,2000,1007,793,2009,3,1
Pave,1.5Fin,5,Typ,,127000,5000,1924,1026,665,2010,3,1
Pave,1Story,7,Typ,,187750,7200,2006,1301,0,2006,2,1
Pave,2Story,7,Typ,,213500,9245,2006,939,858,2007,3,1
Pave,1.5Unf,6,Typ,,76000,9000,1928,784,0,2009,2,1
Pave,2Story,6,Typ,,240000,53107,1992,1079,874,2007,3,1
Pave,1Story,8,Typ,,192000,3182,2004,1269,0,2010,2,1
Pave,1.5Fin,5,Typ,,81000,8410,1910,658,526,2006,5,1
Pave,SLvl,6,Typ,,125000,7200,1976,1125,0,2009,3,1
Pave,1Story,7,Typ,,191000,9382,1999,1479,0,2008,3,1
Pave,2Story,10,Typ,,426000,12474,2007,1742,590,2008,3,1
Pave,1.5Fin,5,Typ,,119000,8405,1900,961,406,2008,4,1
Pave,2Story,6,Typ,,215000,12209,2001,804,1157,2009,3,1
Pave,1Story,5,Typ,Shed,106500,8339,1959,882,0,2007,3,1
Pave,1Story,4,Typ,,100000,7446,1941,788,0,2006,2,1
Pave,1.5Fin,5,Typ,,109000,10134,1940,735,299,2007,2,1
Pave,1Story,5,Typ,,129000,9571,1956,1144,0,2010,3,1
Pave,1Story,5,Typ,,123000,7200,1972,894,0,2009,2,1
Pave,2Story,5,Typ,,169500,7590,1962,876,936,2007,4,1
Pave,1Story,5,Maj2,,67000,8967,1920,1077,0,2007,2,1
Pave,2Story,7,Typ,,241000,8125,2006,1112,438,2009,2,1
Pave,1Story,8,Typ,,245500,14963,1996,1288,0,2008,1,1
Pave,1Story,7,Typ,,164990,8767,2005,1310,0,2006,3,1
Pave,1Story,5,Typ,,108000,10200,1940,672,0,2008,2,1
Pave,2Story,8,Typ,,258000,12090,1998,1165,1098,2006,4,1
Pave,2Story,6,Typ,,168000,10364,1995,806,766,2007,3,1
Pave,1Story,4,Min1,,150000,9991,1976,1620,0,2009,3,1
Pave,1.5Fin,6,Maj2,,115000,10480,1936,1166,0,2008,3,1
Pave,2Story,6,Typ,,177000,15576,1915,840,840,2008,4,1
Pave,2Story,7,Typ,,280000,14154,2006,1071,1101,2007,3,1
Pave,2Story,8,Typ,,339750,10800,2007,1050,1028,2008,3,1
Pave,1Story,5,Mod,,60000,9571,1958,1276,0,2009,3,1
Pave,1Story,5,Typ,,145000,34650,1955,1056,0,2006,3,1
Pave,1Story,7,Typ,,222000,4403,2009,1478,0,2010,2,1
Pave,1Story,5,Typ,,115000,8960,1927,1028,0,2010,2,1
Pave,2Story,7,Typ,,228000,11228,1993,1080,1017,2008,3,1
Pave,1Story,7,Typ,,181134,8899,2007,1340,0,2007,3,1
Pave,2Story,6,Typ,,149500,7844,1978,672,728,2006,3,1
Pave,2Story,6,Typ,,239000,22420,1918,1370,1254,2007,4,1
Pave,1.5Fin,5,Typ,,126000,8160,1940,756,378,2007,3,1
Pave,1Story,5,Typ,,142000,8450,1968,1056,0,2010,3,1
Pave,SFoyer,7,Typ,,206300,7060,1997,1344,0,2008,2,2
Pave,1Story,6,Typ,,215000,16635,1977,1602,0,2009,3,1
Pave,1Story,5,Typ,,113000,21750,1954,988,0,2008,2,1
Pave,2Story,8,Typ,,315000,9200,1998,1470,1160,2008,4,1
Pave,1Story,6,Typ,,139000,9000,1956,1196,0,2008,2,1
Pave,2Story,7,Typ,,135000,3378,1946,707,682,2009,3,1
Pave,SLvl,7,Typ,,275000,12800,1989,1644,0,2009,2,1
Pave,1Story,4,Typ,,109008,8593,1957,907,0,2008,3,1
Pave,1Story,7,Typ,,195400,6762,2007,1208,0,2007,2,1
Pave,1Story,6,Typ,,175000,11457,1988,1412,0,2009,3,1
Pave,2Story,6,Typ,,85400,1680,1971,483,504,2008,2,1
Pave,1.5Fin,6,Typ,,79900,5586,1920,1088,110,2008,4,1
Pave,2Story,5,Min1,,122500,1920,1971,765,600,2007,2,1
Pave,2Story,6,Typ,,181000,10839,1997,926,678,2008,3,1
Pave,SFoyer,4,Typ,,81000,1890,1972,630,0,2008,1,1
Pave,2Story,7,Typ,,212000,10667,1996,827,834,2009,3,1
Pave,1.5Fin,6,Typ,,116000,4400,1920,734,384,2006,2,1
Pave,1.5Unf,6,Typ,,119000,6000,1926,904,0,2009,2,1
Pave,1Story,5,Typ,,90350,4280,1913,694,0,2007,2,1
Pave,1.5Fin,6,Typ,Shed,110000,12354,1920,684,512,2009,3,1
Pave,1Story,10,Typ,,555000,15431,2008,2402,0,2009,2,1
Pave,1Story,4,Typ,,118000,12108,1955,1440,0,2008,4,2
Pave,1.5Fin,5,Typ,,162900,6240,1930,1128,445,2008,3,1
Pave,1Story,7,Typ,,172500,3922,2006,1258,0,2007,2,1
Pave,2Story,7,Typ,,210000,8750,1994,933,975,2008,4,1
Pave,1Story,6,Typ,,127500,9855,1956,1689,0,2009,3,1
Pave,1Story,6,Mod,,190000,16492,1966,1888,0,2010,2,1
Pave,2Story,7,Typ,,199900,11214,1998,956,930,2006,4,1
Pave,1.5Fin,6,Typ,,119500,8600,1937,780,596,2006,3,1
Pave,1.5Fin,3,Typ,,120000,6000,1948,679,504,2007,2,1
Pave,1Story,6,Typ,,110000,5684,1930,813,0,2006,2,1
Pave,1Story,7,Typ,,280000,70761,1975,1533,0,2006,2,1
Pave,2Story,6,Typ,,204000,9303,1996,888,868,2007,3,1
Pave,2Story,8,Typ,,210000,9000,2008,786,804,2009,3,1
Pave,1Story,5,Typ,,188000,9297,1976,1728,0,2006,4,2
Pave,1Story,7,Typ,,175500,9600,1973,1242,0,2007,3,1
Pave,2Story,5,Typ,,98000,4571,1916,624,720,2008,4,1
Pave,1Story,4,Min1,,256000,53227,1954,1663,0,2008,2,1
Pave,2Story,8,Typ,,161000,5100,1925,833,833,2008,3,1
Pave,1.5Fin,5,Typ,,110000,7015,1950,979,224,2009,3,1
Pave,2Story,8,Typ,,263435,8004,2009,832,1103,2009,3,1
Pave,2Story,7,Typ,,155000,7200,1936,575,560,2009,3,1
Pave,1Story,5,Typ,,62383,8281,1965,864,0,2009,3,1
Pave,2Story,6,Typ,,188700,11988,1934,849,811,2008,3,1
Pave,1Story,5,Typ,,124000,8430,1978,1040,0,2009,3,1
Pave,1Story,7,Typ,,178740,3072,2004,1414,0,2006,2,1
Pave,1Story,7,Typ,,167000,10628,1970,1277,0,2007,2,1
Pave,2Story,5,Typ,,146500,9480,1942,888,756,2007,3,1
Pave,1Story,8,Typ,,250000,11428,2006,1634,0,2007,3,1
Pave,2Story,6,Typ,,187000,9291,1993,832,878,2008,3,1
Pave,1Story,8,Typ,,212000,6820,1985,1502,0,2010,1,1
Pave,2Story,7,Typ,,190000,11952,1977,1161,808,2007,3,1
Pave,SLvl,6,Typ,,148000,3675,2005,1072,0,2008,2,1
Pave,1Story,8,Typ,,440000,14977,2006,1976,0,2007,2,1
Pave,1Story,8,Typ,,251000,5330,2000,1652,0,2007,2,1
Pave,1Story,5,Typ,,132500,8480,1963,970,0,2007,2,1
Pave,1Story,6,Typ,,208900,13125,1997,1493,0,2008,3,1
Pave,2Story,9,Typ,,380000,13693,2006,2069,574,2007,3,1
Pave,1Story,8,Typ,,297000,10637,2007,1718,0,2009,3,1
Pave,1Story,4,Typ,,89471,5925,1937,1131,0,2007,2,1
Pave,1Story,9,Typ,,326000,16033,2004,1850,0,2006,3,1
Pave,1Story,9,Typ,,374000,11846,2003,1792,0,2006,2,1
Pave,2Story,7,Min2,,155000,2500,1915,916,910,2009,4,1
Pave,1Story,6,Typ,,164000,4500,1998,1216,0,2006,2,1
Pave,1Story,5,Typ,,132500,7758,1962,999,0,2007,3,1
Pave,1Story,5,Typ,,147000,9600,1950,1113,0,2009,3,1
Pave,1Story,5,Typ,,156000,10289,1965,1073,0,2007,3,1
Pave,1Story,5,Typ,,175000,12243,1971,1484,0,2007,3,1
Pave,1.5Fin,5,Mod,,160000,10800,1900,1766,648,2006,3,2
Pave,SFoyer,4,Typ,,86000,1526,1970,630,0,2009,1,1
Pave,2Story,5,Typ,,115000,2665,1976,616,688,2008,3,1
Pave,1.5Fin,6,Typ,,133000,9490,1941,958,620,2006,3,1
Pave,2Story,6,Typ,,172785,15578,2006,728,728,2006,3,1
Pave,1Story,5,Typ,,155000,7931,1960,1269,0,2008,3,1
Pave,1Story,5,Typ,,91300,5784,1938,886,0,2009,2,1
Pave,1Story,4,Typ,,34900,7879,1920,720,0,2009,2,1
Pave,1Story,8,Typ,,430000,12692,1992,3228,0,2007,4,1
Pave,1.5Fin,7,Typ,,184000,9120,1925,1133,687,2008,4,1
Pave,1Story,5,Typ,,130000,7800,1967,899,0,2009,3,1
Pave,1Story,5,Typ,Shed,120000,7535,1958,912,0,2007,2,1
Pave,2Story,6,Typ,,113000,1890,1973,672,546,2007,3,1
Pave,2Story,7,Typ,,226700,9803,2005,866,902,2008,3,1
Pave,1Story,5,Typ,Shed,140000,9170,1965,1214,0,2007,2,1
Pave,1Story,7,Typ,,289000,15602,1959,1801,0,2010,1,1
Pave,2Story,6,Typ,,147000,2308,1974,855,467,2009,3,1
Pave,2Story,5,Typ,,124500,7596,1952,960,1000,2009,4,2
Pave,2Story,8,Typ,,215000,9554,1993,1065,846,2006,3,1
Pave,1Story,6,Typ,,208300,7862,2009,1218,0,2009,2,1
Pave,2Story,7,Typ,,161000,9600,1928,689,689,2008,3,1
Pave,1Story,5,Typ,,124500,9600,1959,1041,0,2009,3,1
Pave,1Story,5,Min1,Shed,164900,14559,1951,1363,0,2009,2,1
Pave,1Story,7,Typ,,202665,6792,2005,1368,0,2006,2,1
Pave,1Story,5,Typ,,129900,9100,1958,864,0,2006,3,1
Pave,1Story,6,Typ,,134000,9187,1983,1080,0,2007,3,1
Pave,1.5Unf,5,Typ,,96500,10594,1926,789,0,2007,2,1
Pave,1Story,10,Typ,,402861,12220,2009,2020,0,2009,3,1
Pave,SLvl,6,Typ,,158000,10448,1972,1378,741,2009,3,1
Pave,2Story,7,Typ,,265000,10208,1996,1277,1067,2009,3,1
Pave,2Story,6,Typ,,211000,9531,1998,882,914,2007,3,1
Pave,2Story,7,Typ,,234000,10918,1926,1276,804,2009,3,1
Pave,2Story,4,Typ,,106250,10800,1900,694,600,2008,3,2
Pave,1Story,6,Typ,,150000,11988,1957,1244,0,2007,3,1
Pave,1.5Fin,6,Typ,,159000,5000,1947,1004,660,2006,3,1
Pave,2Story,10,Typ,,184750,40094,2007,3138,1538,2007,3,1
Pave,2Story,7,Typ,,315750,11787,1996,1383,1015,2007,3,1
Pave,1Story,7,Typ,,176000,7500,2005,1266,0,2006,3,1
Pave,1Story,5,Typ,,132000,13300,1956,928,0,2007,2,1
Pave,2Story,9,Typ,,446261,14948,2008,1476,1237,2008,3,1
Pave,1Story,4,Typ,,86000,9098,1920,605,0,2007,2,1
Pave,1Story,6,Maj1,,200624,32668,1957,2515,0,2007,4,2
Pave,SLvl,6,Typ,,175000,10200,1988,1509,0,2008,3,1
Pave,2Story,6,Typ,,128000,6155,1920,751,611,2008,3,1
Pave,1Story,5,Mod,,107500,7200,1955,827,0,2010,2,1
Pave,1Story,1,Typ,,39300,5000,1946,334,0,2007,1,1
Pave,2Story,8,Typ,,178000,9056,2004,707,707,2006,3,1
Pave,2Story,5,Typ,,107500,7000,1910,820,527,2008,3,1
Pave,2Story,7,Typ,,188000,8924,1998,880,844,2008,3,1
Pave,1Story,4,Typ,,111250,12735,1972,864,0,2008,3,1
Pave,1Story,5,Typ,,158000,11553,1968,1159,0,2006,3,1
Pave,1Story,8,Typ,Shed,272000,11423,2001,1601,0,2010,3,1
Pave,1Story,9,Typ,,315000,14601,2006,1838,0,2009,2,1
Pave,2Story,8,Typ,,248000,11000,2000,997,1288,2007,4,1
Pave,1Story,7,Maj1,,213250,10140,1998,1680,0,2009,3,1
Pave,SFoyer,7,Typ,,133000,4058,1998,767,0,2007,1,1
Pave,2Story,7,Typ,,179665,17104,2006,664,832,2006,3,1
Pave,1.5Fin,7,Typ,,229000,13837,1988,1377,806,2006,4,1
Pave,1.5Fin,6,Typ,,210000,8737,1923,915,720,2007,3,1
Pave,SFoyer,5,Typ,,129500,7244,1970,768,0,2007,2,1
Pave,1Story,5,Typ,,125000,8235,1955,825,0,2008,2,1
Pave,2Story,7,Typ,,263000,9375,2003,912,1182,2009,4,1
Pave,1Story,6,Typ,,140000,4043,1977,1069,0,2008,2,1
Pave,1Story,5,Typ,,112500,6000,1957,928,0,2008,3,1
Pave,1Story,8,Typ,,255500,11146,2006,1717,0,2009,3,1
Pave,1Story,4,Typ,,108000,8777,1949,1126,0,2009,2,1
Pave,2Story,7,Typ,,284000,10625,2003,1006,1040,2008,3,1
Pave,1.5Unf,5,Typ,,113000,6380,1922,1048,0,2006,2,1
Pave,1Story,5,Typ,,141000,14850,1957,1092,0,2006,2,1
Pave,1.5Fin,4,Typ,,108000,11040,1920,897,439,2006,3,1
Pave,2Story,7,Typ,,175000,21872,1996,729,717,2008,3,1
Pave,1Story,7,Typ,,234000,3196,2003,1557,0,2006,2,1
Pave,1Story,5,Mod,,121500,11341,1957,1392,0,2010,3,1
Pave,1Story,5,Typ,,170000,10010,1974,1389,0,2006,2,1
Pave,1Story,5,Typ,,108000,13907,1940,996,0,2008,3,1
Pave,1.5Fin,6,Typ,,185000,21780,1918,1163,511,2008,4,1
Pave,2Story,7,Typ,,268000,13346,1992,1166,1129,2006,4,1
Pave,2Story,6,Typ,,128000,6858,1915,841,806,2010,4,1
Pave,2Story,9,Typ,,325000,11198,2005,1134,1370,2008,4,1
Pave,1Story,7,Typ,,214000,10171,2004,1535,0,2010,3,1
Pave,1.5Fin,8,Min2,,316600,12327,1983,1496,636,2009,1,1
Pave,SFoyer,5,Typ,,135960,7032,1979,943,0,2006,2,1
Pave,1Story,5,Typ,,142600,13101,1965,1728,0,2008,6,2
Pave,1Story,6,Typ,,120000,7332,1959,864,0,2006,2,1
Pave,2Story,7,Typ,,224500,13159,2009,846,846,2009,3,1
Pave,SLvl,7,Typ,,170000,9967,2000,774,656,2007,3,1
Pave,SLvl,5,Typ,,139000,10500,1971,576,533,2007,3,1
Pave,1.5Fin,5,Typ,,118500,8480,1947,832,384,2008,2,1
Pave,1.5Fin,7,Typ,,145000,6292,1928,877,600,2009,3,1
Pave,SLvl,5,Typ,,164500,11777,1966,1320,0,2006,3,1
Pave,2Story,7,Typ,,146000,3604,2007,703,689,2008,2,1
Pave,1.5Fin,5,Typ,,131500,12150,1954,1050,745,2008,4,1
Pave,1Story,6,Typ,,181900,14585,1960,1429,0,2007,3,1
Pave,1Story,8,Typ,,253293,12704,2008,2042,0,2009,3,1
Grvl,SFoyer,6,Typ,,118500,11841,1990,816,0,2007,3,1
Pave,2.5Unf,10,Typ,,325000,13500,1893,1521,1254,2008,3,1
Pave,1.5Fin,4,Typ,,133000,6120,1935,989,584,2009,3,1
Pave,1Story,8,Typ,,369900,11443,2005,2028,0,2006,2,1
Pave,1Story,6,Typ,,130000,10267,1918,838,0,2008,2,1
Pave,SFoyer,5,Typ,,137000,8740,1982,860,0,2009,2,1
Pave,1Story,5,Typ,,143000,25095,1968,1473,0,2009,1,1
Pave,1Story,5,Typ,Shed,79500,9100,1930,779,0,2008,2,1
Pave,2Story,7,Typ,,185900,8320,2004,770,812,2008,3,1
Pave,2Story,10,Typ,,451950,13478,2008,1728,568,2009,3,1
Pave,1Story,5,Typ,,138000,6600,1982,816,0,2008,2,1
Pave,1Story,6,Typ,,140000,4435,2003,848,0,2009,1,1
Pave,1Story,5,Typ,,110000,7990,1975,924,0,2008,3,1
Pave,1Story,8,Typ,,319000,11302,2005,1826,0,2006,3,1
Pave,2Story,6,Typ,,114504,3600,1910,684,684,2006,3,1
Pave,1Story,7,Typ,,194201,3922,2006,1402,0,2007,2,1
Pave,1Story,5,Typ,,217500,12984,1977,1647,0,2006,3,1
Pave,2Story,6,Typ,,151000,1950,1980,716,840,2008,3,1
Pave,2Story,8,Typ,,275000,10927,2005,1058,846,2006,3,1
Pave,1.5Fin,6,Typ,,141000,9000,1937,780,595,2007,3,1
Pave,2Story,8,Typ,,220000,10041,1992,927,988,2006,3,1
Pave,2Story,7,Typ,,151000,3182,2004,600,600,2010,2,1
Pave,1Story,7,Typ,,221000,12803,2002,1494,0,2008,3,1
Pave,2Story,7,Typ,,205000,13600,1965,1186,800,2009,3,1
Pave,1Story,5,Typ,,152000,12464,1996,1040,0,2009,3,1
Pave,2Story,5,Typ,,225000,7800,1948,1112,896,2006,3,1
Pave,2Story,8,Typ,,359100,12168,1934,1940,1254,2007,4,1
Pave,1Story,4,Typ,,118500,7943,1961,1029,0,2007,3,1
Pave,2Story,9,Typ,,313000,11050,2000,1476,677,2009,3,1
Pave,SLvl,6,Typ,Shed,148000,10395,1978,1032,0,2007,3,1
Pave,2Story,8,Typ,,261500,11885,2001,1299,573,2009,3,1
Pave,1Story,5,Typ,,147000,8402,2007,1120,0,2007,3,1
Pave,SFoyer,4,Typ,,75500,1491,1972,630,0,2010,1,1
Pave,SFoyer,6,Typ,,137500,8800,1963,1054,0,2010,3,1
Pave,2Story,6,Typ,,183200,7861,2002,807,702,2006,3,1
Pave,1.5Unf,6,Typ,,105500,7227,1954,832,0,2008,2,1
Pave,1Story,9,Typ,,314813,11694,2007,1828,0,2007,3,1
Pave,2Story,8,Typ,,305000,12244,2003,1482,780,2008,4,1
Pave,1Story,3,Typ,,67000,8248,1914,864,0,2008,2,1
Pave,2Story,6,Typ,,240000,10800,1974,1548,1066,2008,4,1
Pave,1Story,5,Typ,,135000,7064,1977,980,0,2009,3,1
Pave,2Story,6,Typ,,168500,2117,2000,756,756,2007,2,1
Pave,2Story,6,Min2,,165150,10400,1972,1012,778,2006,4,1
Pave,1Story,6,Typ,,160000,10000,1962,1116,0,2010,3,1
Pave,1Story,5,Min1,Shed,139900,12342,1960,1422,0,2007,3,1
Pave,SLvl,6,Typ,,153000,9600,1955,1520,0,2010,3,1
Pave,2Story,5,Typ,,135000,11606,1969,1040,1040,2007,5,1
Pave,SLvl,6,Typ,,168500,9020,1964,1350,0,2008,3,1
Pave,2Story,5,Typ,,124000,9000,1880,1089,661,2006,3,1
Pave,1Story,8,Typ,,209500,4590,2006,1554,0,2007,2,1
Pave,1Story,7,Typ,,82500,11900,1977,1411,0,2009,3,1
Pave,1Story,5,Typ,,139400,9250,1954,1056,0,2007,3,1
Pave,SFoyer,6,Typ,Shed,144000,6979,1980,1056,0,2010,0,2
Pave,2.5Fin,6,Typ,,200000,10896,1914,1440,1440,2007,8,2
Pave,1Story,2,Maj1,,60000,6120,1936,800,0,2009,1,1
Pave,1.5Fin,5,Typ,,93000,6000,1954,811,576,2009,3,2
Pave,1Story,5,Typ,,85000,8777,1910,796,0,2008,2,1
Pave,1Story,8,Typ,,264561,3982,2006,1567,0,2006,1,1
Pave,1Story,8,Typ,,274000,12677,2003,1518,0,2008,1,1
Pave,2Story,7,Typ,,226000,7050,2001,1057,872,2007,3,1
Pave,SLvl,8,Typ,,345000,13860,1972,2000,704,2009,4,1
Pave,2Story,5,Min1,,152000,10793,1969,780,840,2007,4,1
Pave,1Story,9,Typ,,370878,9187,2009,1766,0,2009,2,1
Pave,1Story,6,Typ,,143250,10530,1971,981,0,2007,3,1
Pave,1Story,5,Min1,,98300,7200,1950,1048,0,2008,3,1
Pave,1Story,6,Typ,,155000,10452,1953,1094,0,2008,3,1
Pave,2Story,6,Typ,,155000,7700,1966,1051,788,2010,4,1
Pave,SFoyer,4,Typ,,84500,1936,1970,630,0,2007,1,1
Pave,2Story,7,Typ,,205950,8125,2007,822,843,2008,3,1
Pave,2Story,4,Typ,,108000,9084,1940,755,755,2009,4,1
Pave,2Story,7,Typ,,191000,8750,1996,909,807,2009,2,1
Pave,1.5Fin,6,Typ,,135000,10320,1906,756,713,2008,3,1
Pave,1Story,8,Typ,,350000,10437,1995,2113,0,2008,2,1
Pave,2Story,6,Typ,,88000,1680,1971,525,567,2010,3,1
Pave,1Story,5,Typ,,145500,10007,1959,1053,0,2008,3,1
Pave,2Story,7,Typ,,149000,7200,1931,851,651,2008,3,1
Pave,1.5Fin,6,Typ,,97500,17503,1948,912,546,2010,3,1
Pave,1Story,5,Typ,,167000,9937,1964,1486,0,2009,3,1
Pave,2Story,7,Typ,,197900,12384,1976,1142,793,2007,3,1
Pave,2Story,8,Typ,,402000,46589,1994,1686,762,2009,4,1
Pave,1Story,6,Maj2,,110000,13560,1968,1392,0,2009,2,1
Pave,SFoyer,4,Typ,,137500,10012,1972,1181,0,2008,3,1
Pave,1Story,8,Typ,,423000,20896,2005,2097,0,2006,1,1
Pave,2Story,8,Typ,,230500,11194,2000,1454,482,2006,3,1
Pave,2Story,6,Sev,,129000,18450,1965,1465,915,2007,3,1
Pave,1Story,6,Typ,,193500,8125,1994,1679,0,2008,3,1
Pave,1Story,5,Min2,,168000,14175,1956,1437,0,2006,3,1
Pave,1Story,4,Typ,,137500,11600,1922,1180,0,2006,2,1
Pave,2Story,6,Typ,,173500,8633,2005,738,738,2009,3,1
Pave,2Story,6,Typ,,103600,6629,1925,697,672,2009,3,1
Pave,1Story,6,Typ,,165000,11250,1977,1208,0,2006,3,1
Pave,1Story,6,Typ,,257500,14442,1957,1839,0,2007,3,1
Pave,1Story,6,Typ,,140000,9200,1965,1136,0,2008,3,1
Pave,2Story,6,Typ,,148500,2289,1978,855,586,2009,3,1
Pave,2Story,4,Min2,,87000,9600,1900,1095,679,2006,4,2
Pave,1Story,5,Typ,,109500,9022,1924,792,0,2009,2,1
Pave,1Story,8,Typ,,372500,11844,2008,2046,0,2009,3,1
Pave,1Story,5,Typ,,128500,9945,1961,988,0,2007,3,1
Pave,1Story,6,Typ,,143000,8012,1980,923,0,2010,2,1
Pave,1.5Fin,5,Typ,,159434,4500,1932,848,672,2009,3,1
Pave,1Story,6,Typ,,173000,2887,1996,1291,0,2008,2,1
Pave,1Story,9,Typ,,285000,11248,2002,1668,0,2007,3,1
Pave,2Story,7,Typ,,221000,16770,1998,1195,644,2010,4,1
Pave,2Story,7,Min1,,207500,5062,1984,1190,900,2007,3,1
Pave,2Story,7,Typ,,227875,10207,2007,874,887,2007,3,1
Pave,2Story,7,Typ,,148800,5105,2004,551,551,2007,2,1
Pave,1Story,8,Typ,,392000,8089,2007,1419,0,2007,2,1
Pave,1Story,6,Typ,,194700,7577,2005,1362,0,2007,2,1
Pave,1Story,6,Typ,,141000,4426,2004,848,0,2008,1,1
Pave,2Story,10,Typ,,755000,21535,1994,2444,1872,2007,4,1
Pave,2Story,7,Typ,,335000,26178,1989,1238,1281,2006,4,1
Pave,1Story,5,Typ,,108480,5400,1921,1073,0,2006,2,1
Pave,1.5Fin,5,Typ,,141500,6120,1936,1067,472,2009,3,1
Pave,1Story,6,Typ,,176000,13811,1987,1137,0,2006,2,1
Pave,1Story,5,Typ,,89000,6000,1921,616,0,2006,2,1
Pave,1Story,5,Typ,,123500,6420,1952,1148,0,2006,2,1
Pave,1Story,5,Typ,,138500,8450,1965,894,0,2010,3,1
Pave,1Story,7,Typ,,196000,4282,2004,1391,0,2008,2,1
Pave,1Story,8,Typ,,312500,14331,2002,1800,0,2006,3,1
Pave,1Story,7,Typ,,140000,9600,1969,1164,0,2006,3,1
Pave,2Story,8,Typ,,361919,12438,2006,1264,1312,2006,4,1
Pave,2Story,5,Typ,,140000,7630,1900,1032,780,2010,4,2
Pave,1Story,7,Typ,,213000,8400,2004,1484,0,2010,3,1
Pave,2Story,4,Mod,Othr,55000,5600,1930,372,720,2010,3,2
Pave,1Story,7,Typ,,302000,115149,1971,1824,0,2007,2,1
Pave,1Story,8,Typ,,254000,6240,2006,1324,0,2009,2,1
Pave,2Story,7,Typ,,179540,9018,2007,728,728,2007,3,1
Pave,1Story,5,Typ,,109900,7162,1966,904,0,2008,3,1
Pave,1Story,3,Maj2,,52000,4130,1935,729,0,2008,2,1
Pave,1.5Fin,4,Typ,,102776,8712,1900,859,319,2010,2,1
Pave,1Story,8,Typ,,189000,4671,1988,1228,0,2008,2,1
Pave,1Story,4,Typ,,129000,9873,1970,960,0,2006,3,1
Pave,2Story,6,Typ,,130500,13517,1976,725,754,2010,3,1
Pave,1Story,6,Typ,,165000,10140,1974,1350,0,2009,3,1
Pave,2Story,7,Typ,,159500,10800,1890,1576,978,2007,3,1
Pave,1Story,5,Typ,,157000,10000,1973,1178,0,2008,3,1
Pave,2Story,7,Typ,,341000,10542,1993,1325,1093,2008,3,1
Pave,1Story,5,Typ,,128500,9920,1969,971,0,2006,3,1
Pave,1Story,8,Typ,,275000,6563,1985,1742,0,2006,2,1
Pave,1Story,6,Typ,,143000,4426,2004,848,0,2010,1,1
Pave,1Story,4,Typ,,124500,8120,1970,864,0,2009,3,1
Pave,1.5Fin,4,Typ,,135000,8172,1954,997,473,2008,4,1
Pave,1Story,9,Typ,,320000,13286,2007,1698,0,2009,3,1
Pave,1Story,4,Typ,Shed,120500,6960,1970,864,0,2009,3,1
Pave,1Story,6,Typ,,222000,21695,1988,1680,0,2009,3,1
Pave,1Story,7,Typ,,194500,7314,2007,1232,0,2009,2,1
